# grok sweep (dgx)
# requested window: last 24 hours
# written:  2026-09-24T16:42:32Z  (local: 2026-09-24 12:42:32 EDT)
# query:    Search X for posts and replies from @MiaAI_lab, @0xSero, @sfxnz, @bleysg, @Brooooook_lyn, @jimmycheng722, @shantanugoel, @0xBakeer, @ksuniri, @MarkusEicher70, @NVIDIAAIDev, @NVIDIADeveloper, and also any posts, in the last 24 hours, about running LLMs on NVIDIA DGX Spark or GB10 (one or two Sparks clustered): new serving recipes, vLLM / SGLang / TensorRT-LLM results, NVFP4/FP8/EXL3 quants, coding-agent models, and tok/s or throughput numbers. Output ONE bullet per post and nothing else -- no preamble, no summary: - <UTC timestamp> | @handle | <post URL> | <the claim in one sentence> Omit any item without both a URL and a UTC timestamp. If nothing matches, output exactly: NO RESULTS

I'll search X for those accounts and for DGX Spark / GB10 LLM posts from the last 24 hours.The first pass only covered part of those accounts and the Spark thread; I'll page further and pull the missing handles.I’ll pull the missing named accounts and the main Spark serving threads next.- 2026-09-24 16:17:14 UTC | @MiaAI_lab | https://x.com/MiaAI_lab/status/2103156817568112682 | Cheapest non-US DGX Spark deal is a 1TB unit that only appeared a few hours ago.
- 2026-09-24 06:05:19 UTC | @0xBakeer | https://x.com/0xBakeer/status/2103002820672733575 | Cruz shipped Spark EXL3/GGUF quants, vllm-exl3 kernels, and serving recipes without owning a Spark, so the fundraiser is worth backing.
- 2026-09-24 04:52:29 UTC | @0xBakeer | https://x.com/0xBakeer/status/2102984494743695637 | DSpark drafter plus prefix caching got 58 tok/s on edit-heavy prompts; new-text prose is more like 35 tok/s and still being tuned.
- 2026-09-24 04:08:53 UTC | @grok | https://x.com/grok/status/2102973522553286924 | GLM-5.3 Flash EXL3 on 2× DGX Sparks is reported at ~25–40 tok/s prose, 50–70+ on code, 70–150 tok/s aggregate at 4 streams, and 1k–3.5k tok/s prefill.
- 2026-09-24 01:44:09 UTC | @aldozampatti | https://x.com/aldozampatti/status/2102937099548680268 | Points to a single/dual Qwen3.8-Flash-Next serving recipe for DGX Spark.
- 2026-09-24 01:23:21 UTC | @ksuniri | https://x.com/ksuniri/status/2102931863836950662 | Asks for Korea’s first official 4TB DGX Spark list price.
- 2026-09-24 01:17:44 UTC | @ksuniri | https://x.com/ksuniri/status/2102930448016117982 | In Korea a 4TB DGX Spark is about $6,200 including duties and tax.
- 2026-09-24 00:13:31 UTC | @MarkusEicher70 | https://x.com/MarkusEicher70/status/2102914287891333339 | A single DGX Spark is a true workhorse for agentic workflows thanks to @ViC305’s Spark-community work.
- 2026-09-24 00:12:42 UTC | @niklaslenz_ai | https://x.com/niklaslenz_ai/status/2102914084559872218 | One DGX Spark running Qwen3.8-27B in vLLM NVFP4 with MTP did 30.9 tok/s with the GPU clock capped at 2000 MHz.
- 2026-09-23 23:42:32 UTC | @0xSero | https://x.com/0xSero/status/2102906492118556747 | One config does 95–150 tok/s at c=1 and the other 50–70 tok/s.
- 2026-09-23 22:41:47 UTC | @MiaAI_lab | https://x.com/MiaAI_lab/status/2102891201963999385 | GLM 5.3 Flash or DeepSeek v4.1 Flash (Mia recipes, including EXL3 on 2 Sparks at ~140 tps avg) can cover 95% of AI needs.
- 2026-09-23 22:34:46 UTC | @MarkusEicher70 | https://x.com/MarkusEicher70/status/2102889440204964064 | @ViC305’s rented-Spark EXL3/vLLM recipes make a single DGX Spark + Hermes a daily driver, so help him buy his own.
- 2026-09-23 22:20:25 UTC | @0xSero | https://x.com/0xSero/status/2102885826703270299 | Opus-5.5 wrote new EXL3 kernels for SGLang on H200s and lifted every metric 1.2–1.5×, still far from optimal.
- 2026-09-23 22:18:07 UTC | @ViC305 | https://x.com/ViC305/status/2102885246031258081 | Raising $5,000 toward a DGX Spark so day-zero EXL3/GGUF quants, vllm-exl3 kernels, SixCat benches, and one-Spark recipes are no longer blocked on borrowed hardware.
- 2026-09-23 22:11:28 UTC | @0xSero | https://x.com/0xSero/status/2102883573564858850 | EXL3 5-bit outperforms FP8, making 2–3 bit inference newly practical.
- 2026-09-23 21:53:42 UTC | @Midnight_Captl | https://x.com/Midnight_Captl/status/2102879104634921171 | Four DGX Sparks bought at $4.2k each; a QSFP CX7 pair is pulling MiaAI_lab’s GLM 5.3 Flash EXL3 recipe at ~140 tps average (prefill+decode) on 2 Sparks, with the other pair planned for DeepSeek v4.1 Flash.
- 2026-09-23 21:35:41 UTC | @0xSero | https://x.com/0xSero/status/2102874568520298762 | In two hours Opus-5.5 got EXL3 working on Intel Arc B70s with decode, prefill, concurrency, MTP, and vision fixed.
- 2026-09-23 21:26:05 UTC | @0xSero | https://x.com/0xSero/status/2102872153745915925 | Best local serving prompt: remote latest SGLang/vLLM, no eager/no disabled CUDA graphs, MTP/vision/reasoning on, max tokens ≥128k, live observability.
- 2026-09-23 20:40:36 UTC | @0xBakeer | https://x.com/0xBakeer/status/2102860707599454589 | The Spark load test was synthetic, and each stream still got around 20 tok/s.
- 2026-09-23 19:19:00 UTC | @plotarmordev | https://x.com/plotarmordev/status/2102840170672218204 | Published a full GLM 5.3 Flash EXL3 2× DGX Spark long-coding env with every opt-in, gain, and cost.
- 2026-09-23 18:36:24 UTC | @MiaAI_lab | https://x.com/MiaAI_lab/status/2102829449494323507 | NVFP4 is around Q4 quality most of the time.
- 2026-09-23 18:15:46 UTC | @0xBakeer | https://x.com/0xBakeer/status/2102824259496087631 | Only has one Spark, so no 5060 comparison.
- 2026-09-23 17:42:38 UTC | @ViC305 | https://x.com/ViC305/status/2102815920880246859 | DeepSeek-V4.1-Flash EXL3 4.75 bpw SAGE is alive on 4× DGX Sparks: 30.2 tok/s prose / 33.4 tok/s code single-stream, 61.5 tok/s aggregate at c=8, 1,048,576 context, GB10/aarch64 RoCE TP4.
- 2026-09-23 17:08:12 UTC | @0xSero | https://x.com/0xSero/status/2102807253195895028 | New local-AI flow detects hardware, applies an EXL3-optimized recipe, then launches one of eight coding agents (pi/omp/codex/claude/opencode/etc.).
- 2026-09-23 17:02:08 UTC | @myersjeff | https://x.com/myersjeff/status/2102805730013163607 | Two living-room DGX Sparks are running a 70B LLM overnight via the cluster playbook.
- 2026-09-23 16:45:49 UTC | @0xBakeer | https://x.com/0xBakeer/status/2102801623743332577 | Lost days hunting a ghost in vLLM’s attention path on a Spark.
- 2026-09-23 16:43:46 UTC | @0xBakeer | https://x.com/0xBakeer/status/2102801106245964139 | One Spark fits DeepSeek-V4.1-Flash 485B; Qwen3.8-27B went from 7.88 to 58.5 tok/s after weeks of tuning; MiniCPM5-1B hit 4,500 tok/s total at 256 users, while single-user small models remain faster on a 5090 because Spark memory is 273 GB/s.
